superset_collection_id_namespace	superset_collection_local_id	subset_collection_id_namespace	subset_collection_local_id
https://data.4dnucleome.org	0fbcb4f0-9d93-4a0c-887f-e45a3b3106af	https://data.4dnucleome.org	73d5cf78-bbae-4572-9159-c364f8abe154
https://data.4dnucleome.org	74f1c9ba-668e-4994-a98b-899c2b7c8c36	https://data.4dnucleome.org	4b14a35d-0da4-4c2f-9537-b2ee7ae935c0
https://data.4dnucleome.org	bb8ef03a-6f11-46bc-9fb3-6c762eaa9aff	https://data.4dnucleome.org	6880338d-de39-4972-ac87-4f96f9fdc151
https://data.4dnucleome.org	89b1c1ea-a429-4ad1-a13b-8f97d6d388c5	https://data.4dnucleome.org	cbdafb6f-2a86-4e77-b9bc-4b352bb66e3b
https://data.4dnucleome.org	fe0d071e-d5b1-4b8f-979a-d57833a1dde9	https://data.4dnucleome.org	a1e8b86c-2abf-439a-9726-e491f4522e65
https://data.4dnucleome.org	8820f58a-aab3-4df9-8c0c-92c707ecbb13	https://data.4dnucleome.org	51e41093-1c14-4971-a4c2-2d006a2cc171
https://data.4dnucleome.org	1397eac2-e83c-4ab4-a8e7-52760d9bce79	https://data.4dnucleome.org	f045b35d-642f-47a8-a7be-3614deac9c26
https://data.4dnucleome.org	7d2a9c5c-8209-41cc-b1b8-eae2016c59ca	https://data.4dnucleome.org	37ea6875-79fe-4149-9449-b2b45b737b1a
https://data.4dnucleome.org	e8606dc0-3e88-4f2a-8d2c-6d1c5b6b168d	https://data.4dnucleome.org	a2498bf6-6eed-44bd-ae87-bffd9763491e
https://data.4dnucleome.org	d9d51e46-9019-4d7c-9b26-72da3ba48cce	https://data.4dnucleome.org	07f6b8f3-20b1-4e23-ae7e-a7c0e116b94f
https://data.4dnucleome.org	63679646-6798-4118-b653-628b53d41714	https://data.4dnucleome.org	20235761-af1b-43e3-afaf-f562a6331dd6
https://data.4dnucleome.org	9d063e60-bef6-412d-b4c6-6b444fb03fb5	https://data.4dnucleome.org	a9913b4b-3fd0-4da6-95d8-0148ccee9267
https://data.4dnucleome.org	9d063e60-bef6-412d-b4c6-6b444fb03fb5	https://data.4dnucleome.org	f7a9fecd-ec1c-4d7d-881e-32af78fada21
https://data.4dnucleome.org	128158ee-a6d5-483b-bfef-0ed6e0021211	https://data.4dnucleome.org	3f3995d6-6346-42b9-8268-0d0270b33c5d
https://data.4dnucleome.org	093feb3f-d088-4fef-9d6f-2da2aa86bec0	https://data.4dnucleome.org	3d3b850f-cca7-4758-91e6-bc08978331af
https://data.4dnucleome.org	093feb3f-d088-4fef-9d6f-2da2aa86bec0	https://data.4dnucleome.org	f55cbb51-48c0-43aa-af38-3ad44bfd3ad8
https://data.4dnucleome.org	453b6a08-a1b8-4fc0-80d8-d03b714339ba	https://data.4dnucleome.org	391bbec6-ecdc-48b2-8641-bfc545c7ac14
https://data.4dnucleome.org	453b6a08-a1b8-4fc0-80d8-d03b714339ba	https://data.4dnucleome.org	2c7d5913-3bf4-4114-b027-b3ffcf0c3514
https://data.4dnucleome.org	453b6a08-a1b8-4fc0-80d8-d03b714339ba	https://data.4dnucleome.org	48626de2-e5f8-45c4-85f0-ab5efa3c250a
https://data.4dnucleome.org	453b6a08-a1b8-4fc0-80d8-d03b714339ba	https://data.4dnucleome.org	a75691a3-e3a1-46cf-a8c1-dbcb6a078b61
https://data.4dnucleome.org	c2b6b308-fc4b-462b-a168-5e2855cbeb8d	https://data.4dnucleome.org	0c4acfb1-c6c3-4e0e-a3de-8f297d420755
https://data.4dnucleome.org	c2b6b308-fc4b-462b-a168-5e2855cbeb8d	https://data.4dnucleome.org	347d2ec7-cb22-40de-9e2d-fbd4a4cd2ce8
https://data.4dnucleome.org	c2b6b308-fc4b-462b-a168-5e2855cbeb8d	https://data.4dnucleome.org	2de1813e-b412-4308-adaf-7cc28dc143d4
https://data.4dnucleome.org	c2b6b308-fc4b-462b-a168-5e2855cbeb8d	https://data.4dnucleome.org	27963cf6-d0b5-44e2-b5be-03b4de343e4a
https://data.4dnucleome.org	c2b6b308-fc4b-462b-a168-5e2855cbeb8d	https://data.4dnucleome.org	9a1feb00-f162-48ef-b91d-edeeb6c7e426
https://data.4dnucleome.org	c2b6b308-fc4b-462b-a168-5e2855cbeb8d	https://data.4dnucleome.org	e8ed6c84-3192-43fd-95a4-138cf053bee7
https://data.4dnucleome.org	6156a0f8-2849-46ea-9d8e-e9422970685c	https://data.4dnucleome.org	605afa42-4696-4028-9bdf-4e9b21808c9e
https://data.4dnucleome.org	6156a0f8-2849-46ea-9d8e-e9422970685c	https://data.4dnucleome.org	4fa6e1e1-50b0-4409-820d-e356430a968e
https://data.4dnucleome.org	5608967d-1221-4d6c-8f5c-8968720498ed	https://data.4dnucleome.org	29b368c7-7cef-44ab-bb37-3001b20e7fef
https://data.4dnucleome.org	5608967d-1221-4d6c-8f5c-8968720498ed	https://data.4dnucleome.org	2097fe73-712e-4d3b-857e-c6f2b52b1485
https://data.4dnucleome.org	54782674-ef99-462a-9603-344ac2bbc32d	https://data.4dnucleome.org	b69a5840-85c4-4466-90e0-353b81141872
https://data.4dnucleome.org	54782674-ef99-462a-9603-344ac2bbc32d	https://data.4dnucleome.org	4ffc4a8d-eb28-4de5-a92f-e7a0a65a09b6
https://data.4dnucleome.org	23c07df4-a33f-42d3-a01c-b35fb83f1e37	https://data.4dnucleome.org	f42bdea0-fb1f-44e4-a329-ff78da074eaf
https://data.4dnucleome.org	23c07df4-a33f-42d3-a01c-b35fb83f1e37	https://data.4dnucleome.org	1f8ad679-6963-4f43-b5ce-e9c22e5b2ddb
https://data.4dnucleome.org	74c92e40-90a7-4cd7-ab45-696192569a36	https://data.4dnucleome.org	d193468a-1944-43dc-ad23-b371cdbdf7f5
https://data.4dnucleome.org	74c92e40-90a7-4cd7-ab45-696192569a36	https://data.4dnucleome.org	9ca76dd4-05d2-475f-ae9d-bd76e6cdccd4
https://data.4dnucleome.org	188fe36f-9c14-4929-b727-1ff01dc6e058	https://data.4dnucleome.org	8e8e9ede-6cbe-477d-9978-69ca52438836
https://data.4dnucleome.org	188fe36f-9c14-4929-b727-1ff01dc6e058	https://data.4dnucleome.org	b245bb61-5e5e-4a58-8275-85afd92394d6
https://data.4dnucleome.org	c955ffcb-6bcf-4115-9264-95eacf85a2a3	https://data.4dnucleome.org	e3e6516a-d996-4880-b208-172a65080e43
https://data.4dnucleome.org	c955ffcb-6bcf-4115-9264-95eacf85a2a3	https://data.4dnucleome.org	7286dc9c-1395-4aca-b2dd-312989839b38
https://data.4dnucleome.org	b9606d29-b702-4dc6-a195-7427270ceb18	https://data.4dnucleome.org	71a70b81-fe49-4829-8441-33257dcb40f7
https://data.4dnucleome.org	b9606d29-b702-4dc6-a195-7427270ceb18	https://data.4dnucleome.org	9806f79c-6b45-4c21-a87d-52704e1bf128
https://data.4dnucleome.org	0c046c3e-55ac-4b24-a865-7661470dd978	https://data.4dnucleome.org	c09275ac-369e-46ac-9a5c-ecffa8a6282c
https://data.4dnucleome.org	0c046c3e-55ac-4b24-a865-7661470dd978	https://data.4dnucleome.org	3ae2a7cf-4150-446e-87b8-4d629e769aa8
https://data.4dnucleome.org	9947b4fa-ac3c-442d-b3b2-3eaa5bd134b4	https://data.4dnucleome.org	efe0bdaa-7aa6-4ad0-b8de-e8a448ba6710
https://data.4dnucleome.org	9947b4fa-ac3c-442d-b3b2-3eaa5bd134b4	https://data.4dnucleome.org	684b9b7d-14dd-4815-9b31-6893cf2da9b7
https://data.4dnucleome.org	c6e5bcc4-4b54-4322-9b62-52441528933a	https://data.4dnucleome.org	d5be5e0a-6ad3-46a0-aa55-82c1a04e610d
https://data.4dnucleome.org	c6e5bcc4-4b54-4322-9b62-52441528933a	https://data.4dnucleome.org	f769353e-2d25-4195-a767-c7c43497ad65
https://data.4dnucleome.org	c821bae1-5b02-44f6-badd-3d5ecf57540a	https://data.4dnucleome.org	bf569250-def4-4009-a5f0-3a12fa7e3742
https://data.4dnucleome.org	c821bae1-5b02-44f6-badd-3d5ecf57540a	https://data.4dnucleome.org	15b91d0f-6e93-4a9b-84e4-b0aeaacfe49e
https://data.4dnucleome.org	85842d6a-3532-424c-a028-c75b47a96eb2	https://data.4dnucleome.org	2aa4d5f5-9beb-4d22-829f-f195534f07ed
https://data.4dnucleome.org	85842d6a-3532-424c-a028-c75b47a96eb2	https://data.4dnucleome.org	77845376-64c0-4e77-9525-e2eda261e876
https://data.4dnucleome.org	85842d6a-3532-424c-a028-c75b47a96eb2	https://data.4dnucleome.org	bbeab28d-00f4-44e8-8c5b-f3e9a6e2d2fd
https://data.4dnucleome.org	85842d6a-3532-424c-a028-c75b47a96eb2	https://data.4dnucleome.org	4c9f9093-303f-4230-aa1b-6b3503501001
https://data.4dnucleome.org	6655930f-96bc-49b3-aa8c-75c582665d13	https://data.4dnucleome.org	3bd4f1ff-5b7e-4642-bc11-955265989a80
https://data.4dnucleome.org	6655930f-96bc-49b3-aa8c-75c582665d13	https://data.4dnucleome.org	6de46dca-e270-475d-97be-0ea9a629f4e4
https://data.4dnucleome.org	6655930f-96bc-49b3-aa8c-75c582665d13	https://data.4dnucleome.org	93e1cc1b-4d62-4cfa-b0f6-dd4beedc795e
https://data.4dnucleome.org	6655930f-96bc-49b3-aa8c-75c582665d13	https://data.4dnucleome.org	e9c89540-e5ef-4e46-a0af-717d98a0129f
https://data.4dnucleome.org	6655930f-96bc-49b3-aa8c-75c582665d13	https://data.4dnucleome.org	134dd52c-e6b9-49fb-8d6f-f22e2d3802c3
https://data.4dnucleome.org	6655930f-96bc-49b3-aa8c-75c582665d13	https://data.4dnucleome.org	68cd4bb6-78c5-41c8-b60b-fe5ba5796972
https://data.4dnucleome.org	20d5c0cf-8f74-41be-bd1e-27aadf853b42	https://data.4dnucleome.org	7e3af19c-bcf4-4abd-979f-f4f4c79b957e
https://data.4dnucleome.org	20d5c0cf-8f74-41be-bd1e-27aadf853b42	https://data.4dnucleome.org	8b66ae0e-c748-4757-8278-ea3af52fcae5
https://data.4dnucleome.org	2fddb77f-2c6d-40f5-90f3-4c55b5eccf4e	https://data.4dnucleome.org	dfacc2b9-4358-4f9f-8cb6-d9c77cb87102
https://data.4dnucleome.org	2fddb77f-2c6d-40f5-90f3-4c55b5eccf4e	https://data.4dnucleome.org	5bfe1961-913f-4690-9cdb-7d04c2ea3dd9
https://data.4dnucleome.org	2fddb77f-2c6d-40f5-90f3-4c55b5eccf4e	https://data.4dnucleome.org	062e6883-c4af-4eae-b035-58e569753210
