id_namespace	local_id	project_id_namespace	project_local_id	persistent_id	creation_time	sample_prep_method	anatomy
tag:motrpac-data.org,2023:	90223016904	tag:motrpac-data.org,2023:	motrpac			OBI:0003089	UBERON:0001348
tag:motrpac-data.org,2023:	90223016905	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90225016902	tag:motrpac-data.org,2023:	motrpac			OBI:0003090	UBERON:0001348
tag:motrpac-data.org,2023:	90225016903	tag:motrpac-data.org,2023:	motrpac			OBI:0001862	UBERON:0001348
tag:motrpac-data.org,2023:	90225016904	tag:motrpac-data.org,2023:	motrpac			OBI:0003089	UBERON:0001348
tag:motrpac-data.org,2023:	90225016905	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90225016906	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90225016907	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90225016908	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90227016902	tag:motrpac-data.org,2023:	motrpac			OBI:0003090	UBERON:0001348
tag:motrpac-data.org,2023:	90227016903	tag:motrpac-data.org,2023:	motrpac			OBI:0001862	UBERON:0001348
tag:motrpac-data.org,2023:	90227016904	tag:motrpac-data.org,2023:	motrpac			OBI:0003089	UBERON:0001348
tag:motrpac-data.org,2023:	90227016905	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90227016906	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90229016902	tag:motrpac-data.org,2023:	motrpac			OBI:0003090	UBERON:0001348
tag:motrpac-data.org,2023:	90229016903	tag:motrpac-data.org,2023:	motrpac			OBI:0001862	UBERON:0001348
tag:motrpac-data.org,2023:	90229016904	tag:motrpac-data.org,2023:	motrpac			OBI:0003089	UBERON:0001348
tag:motrpac-data.org,2023:	90229016905	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90229016906	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90229016907	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90229016908	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90229016909	tag:motrpac-data.org,2023:	motrpac			OBI:0002773	UBERON:0001348
tag:motrpac-data.org,2023:	90229016910	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90232016902	tag:motrpac-data.org,2023:	motrpac			OBI:0003090	UBERON:0001348
tag:motrpac-data.org,2023:	90232016903	tag:motrpac-data.org,2023:	motrpac			OBI:0001862	UBERON:0001348
tag:motrpac-data.org,2023:	90232016904	tag:motrpac-data.org,2023:	motrpac			OBI:0003089	UBERON:0001348
tag:motrpac-data.org,2023:	90232016905	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90232016906	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90232016907	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90232016908	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90232016909	tag:motrpac-data.org,2023:	motrpac			OBI:0002773	UBERON:0001348
tag:motrpac-data.org,2023:	90232016910	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90234016909	tag:motrpac-data.org,2023:	motrpac			OBI:0002773	UBERON:0001348
tag:motrpac-data.org,2023:	90237016902	tag:motrpac-data.org,2023:	motrpac			OBI:0003090	UBERON:0001348
tag:motrpac-data.org,2023:	90237016903	tag:motrpac-data.org,2023:	motrpac			OBI:0001862	UBERON:0001348
tag:motrpac-data.org,2023:	90237016904	tag:motrpac-data.org,2023:	motrpac			OBI:0003089	UBERON:0001348
tag:motrpac-data.org,2023:	90237016905	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90237016906	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90237016907	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90237016908	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90237016910	tag:motrpac-data.org,2023:	motrpac			OBI:0000366	UBERON:0001348
tag:motrpac-data.org,2023:	90238016909	tag:motrpac-data.org,2023:	motrpac			OBI:0002773	UBERON:0001348
