id_namespace	local_id	persistent_id	creation_time	abbreviation	name	description
"tag:motrpac-data.org,2023:"	motrpac			MoTrPAC	Molecular Transducers of Physical Acitivity Consortium	A national research consortium designed to discover and perform preliminary characterization of the range of molecular transducers (the 'molecular map') that underlie the effects of physical activity in humans.
